Area,Room,Parking,Warehouse,Elevator,Address,Price,Price(USD),majmooe_emkanat,Area_per_Room,nesbat_otagh_be_area
90,2,1,1,1,ShahreZiba,29000000000,9666667,3,4500000,22222222222222203e58
100,2,1,1,1,Narmak,38000000000,12666667,3,5000000,20000
82,2,1,1,1,Si Metri Ji,16000000000,5333333,3,4100000,24390243902439002e55
58,2,1,1,0,Andisheh,7540000000,2513333,2,2900000,344827586206896e58
70,2,1,1,1,Karimkhan,32000000000,10666667,3,3500000,285714285714285e44
110,0,1,1,1,Parand,1020000000,34000,3,inf,00
83,2,0,0,1,Parand,5000000000,1666667,1,4150000,240963855421686e60
75,2,1,1,1,Parand,2500000000,833333,3,3750000,266666666666666e44
114,2,1,1,1,Mehran,68400000000,2280000,3,5700000,17543859649122802e58
60,2,1,1,0,Central Janatabad,21000000000,700000,2,3000000,333333333333333e44
54,1,0,0,0,Parand,2600000000,866667,0,5400000,18518518518518503e58
85,2,1,1,1,,6750000000,225000,3,4250000,235294117647058e58
75,2,1,1,1,Parand,3900000000,130000,3,3750000,266666666666666e44
78,2,1,0,1,Parand,4000000000,1333333,2,3900000,25641025641025602e44
78,2,0,0,1,Parand,3950000000,1316667,1,3900000,25641025641025602e44
95,2,1,1,1,Marzdaran,40850000000,13616667,3,4750000,21052631578947303e58
100,2,1,1,1,Ostad Moein,31500000000,1050000,3,5000000,20000
75,2,0,1,1,Parand,3970000000,1323333,2,3750000,266666666666666e44
114,2,1,1,1,Seyed Khandan,68400000000,2280000,3,5700000,17543859649122802e58
50,1,0,0,0,Malard,2500000000,833333,0,5000000,20000
75,2,1,0,1,Feiz Garden,27000000000,900000,2,3750000,266666666666666e44
105,2,1,1,1,Afsarieh,24000000000,800000,3,5250000,19047619047618998e42
141,3,1,1,1,Shahrake Quds,21150000000,705000,3,4700000,212765957446808e44
74,2,0,1,0,Pirouzi,16000000000,5333333,1,3700000,27027027027026998e42
38,1,1,1,0,Fallah,6500000000,2166667,2,3800000,26315789473684202e44
80,1,1,1,1,Gheitarieh,8500000000,2833333,3,8000000,1250000
102,2,1,1,1,Safadasht,9384000000,312800,3,5100000,196078431372549e30
110,2,1,1,1,Niavaran,106400000000,35466667,3,5500000,181818181818181e44
98,2,0,0,0,Shahrake Qods,8300000000,2766667,0,4900000,20408163265306102e44
57,1,1,1,1,Ostad Moein,16000000000,5333333,3,5700000,17543859649122802e58
45,1,0,1,1,Si Metri Ji,8900000000,2966667,2,4500000,22222222222222203e58
105,2,1,1,1,Jeyhoon,25000000000,8333333,3,5250000,19047619047618998e42
135,2,1,1,0,Rudhen,35000000000,11666667,2,6750000,14814814814814802e58
65,1,0,0,1,Saadat Abad,34900000000,11633333,1,6500000,15384615384615302e60
88,2,0,1,1,Shahrake Quds,7500000000,250000,2,4400000,22727272727272703e58
110,2,1,1,1,West Ferdows Boulevard,50500000000,16833333,3,5500000,181818181818181e44
63,2,1,1,1,Northren Jamalzadeh,26000000000,8666667,3,3150000,31746031746031703e58
94,2,0,1,0,Northren Jamalzadeh,24000000000,800000,1,4700000,212765957446808e44
45,1,0,1,0,Karoon,8900000000,2966667,1,4500000,22222222222222203e58
40,1,0,1,0,Azarbaijan,10000000000,3333333,1,4000000,250000
100,2,0,0,0,Northren Jamalzadeh,36000000000,1200000,0,5000000,20000
89,2,1,1,0,Amirabad,35000000000,11666667,2,4450000,224719101123595e44
65,2,1,1,0,Afsarieh,13300000000,4433333,2,3250000,307692307692307e44
125,2,1,1,1,Central Janatabad,62500000000,20833333,3,6250000,160000
125,2,1,1,1,Central Janatabad,62500000000,20833333,3,6250000,160000
136,3,1,1,1,Pasdaran,73000000000,24333333,3,4533333333333334e62,220588235294117e58
150,3,1,1,1,Heravi,76000000000,25333333,3,5000000,20000
55,1,0,1,0,West Ferdows Boulevard,15800000000,5266667,1,5500000,181818181818181e44
130,3,1,1,1,Seyed Khandan,84500000000,28166667,3,4333333333333334e62,23076923076923e55
73,2,0,1,0,West Ferdows Boulevard,18400000000,6133333,1,3650000,273972602739726e30
85,2,1,1,1,Northren Jamalzadeh,36000000000,1200000,3,4250000,235294117647058e58
63,1,1,1,1,Ostad Moein,13800000000,460000,3,6300000,15873015873015802e58
100,2,1,1,1,Tajrish,57000000000,1900000,3,5000000,20000
83,2,1,1,1,Ozgol,550000000,183333,3,4150000,240963855421686e60
110,3,1,1,1,Persian Gulf Martyrs Lake,31500000000,1050000,3,3666666666666666e61,272727272727272e44
71,2,1,1,1,North Program Organization,21600000000,720000,3,3550000,28169014084507e55
37,1,0,1,0,Hashemi,5700000000,190000,1,3700000,27027027027026998e42
68,1,1,1,1,Persian Gulf Martyrs Lake,21000000000,700000,3,6800000,14705882352941101e58
78,1,1,1,1,Persian Gulf Martyrs Lake,24500000000,8166667,3,7800000,12820512820512801e44
105,2,1,1,1,Persian Gulf Martyrs Lake,32500000000,10833333,3,5250000,19047619047618998e42
60,1,1,1,0,Punak,20000000000,6666667,2,6000000,16666666666666602e58
113,2,1,1,1,Karimkhan,31700000000,10566667,3,5650000,176991150442477e58
50,2,0,1,0,Jeyhoon,7300000000,2433333,1,2500000,40000
60,1,0,1,0,Beryanak,8300000000,2766667,1,6000000,16666666666666602e58
37,1,0,0,0,Ostad Moein,6200000000,2066667,0,3700000,27027027027026998e42
33,1,0,1,0,Beryanak,5600000000,1866667,1,3300000,303030303030303e58
73,2,0,1,1,Jeyhoon,15800000000,5266667,2,3650000,273972602739726e30
59,1,0,1,0,Beryanak,8800000000,2933333,1,5900000,169491525423728e44
95,2,1,1,1,Qarchak,14500000000,4833333,3,4750000,21052631578947303e58
75,2,0,0,0,Parand,3000000000,100000,0,3750000,266666666666666e44
65,2,0,1,1,Ostad Moein,15500000000,5166667,2,3250000,307692307692307e44
52,1,0,1,0,Pirouzi,12500000000,4166667,1,5200000,192307692307692e58
105,2,1,1,0,Andisheh,11000000000,3666667,2,5250000,19047619047618998e42
50,1,0,1,0,Ostad Moein,8500000000,2833333,1,5000000,20000
74,2,1,1,1,Pirouzi,22000000000,7333333,3,3700000,27027027027026998e42
132,3,1,0,1,Southern Suhrawardi,67000000000,22333333,2,4400000,22727272727272703e58
104,2,1,1,1,Mehran,42000000000,1400000,3,5200000,192307692307692e58
50,1,0,0,0,Jeyhoon,7150000000,2383333,0,5000000,20000
55,1,1,1,1,Komeil,11000000000,3666667,3,5500000,181818181818181e44
46,1,0,0,0,Komeil,7000000000,2333333,0,4600000,21739130434782603e58
55,2,0,1,1,Beryanak,10200000000,340000,2,2750000,363636363636363e44
108,2,1,1,0,Parand,11500000000,3833333,2,5400000,18518518518518503e58
68,2,1,1,1,Ostad Moein,19700000000,6566667,3,3400000,29411764705882303e58
130,2,1,1,1,Khademabad Garden,17550000000,585000,3,6500000,15384615384615302e60
2550000000,2,1,1,1,Central Janatabad,25500000000,850000,3,127500000000000,7843137254901961e69
40,1,0,1,0,Tenant,10500000000,350000,1,4000000,250000
63,1,0,0,1,Tenant,13500000000,450000,1,6300000,15873015873015802e58
140,3,1,1,1,Mirdamad,80000000000,26666667,3,4666666666666666e61,214285714285714e44
42,1,1,1,1,Jeyhoon,9000000000,300000,3,4200000,238095238095238e58
90,2,1,1,1,Tenant,31500000000,1050000,3,4500000,22222222222222203e58
39,1,1,1,0,Andisheh,5500000000,1833333,2,3900000,25641025641025602e44
55,2,1,1,1,Andisheh,4500000000,150000,3,2750000,363636363636363e44
98,2,1,1,1,Si Metri Ji,19500000000,650000,3,4900000,20408163265306102e44
71,2,1,1,0,Salsabil,11850000000,395000,2,3550000,28169014084507e55
50,1,0,0,1,Tenant,12500000000,4166667,1,5000000,20000
53,1,0,1,0,Tenant,11130000000,371000,1,5300000,18867924528301802e58
60,1,1,1,1,Punak,27500000000,9166667,3,6000000,16666666666666602e58
160,3,1,1,1,Pakdasht,9800000000,3266667,3,5333333333333333e63,18750000
63,2,1,0,1,Tenant,18900000000,630000,2,3150000,31746031746031703e58
96,2,1,1,1,Tenant,24000000000,800000,3,4800000,208333333333333e58
90,2,1,1,1,Tenant,23000000000,7666667,3,4500000,22222222222222203e58
120,3,1,1,1,Tenant,32400000000,1080000,3,4000000,250000
100,2,1,1,1,Tenant,26000000000,8666667,3,5000000,20000
80,2,1,1,1,Ostad Moein,24400000000,8133333,3,4000000,250000
43,1,1,1,1,Tenant,12000000000,400000,3,4300000,232558139534883e58
79,2,1,1,1,Tenant,29300000000,9766667,3,3950000,253164556962025e44
50,1,0,0,1,Tenant,12000000000,400000,1,5000000,20000
60,1,0,1,0,Tenant,11200000000,3733333,1,6000000,16666666666666602e58
55,1,0,0,0,Tenant,14200000000,4733333,0,5500000,181818181818181e44
150,3,1,1,1,Dezashib,120000000000,4000000,3,5000000,20000
55,1,1,1,1,Andisheh,4500000000,150000,3,5500000,181818181818181e44
55,1,0,1,0,Tenant,11550000000,385000,1,5500000,181818181818181e44
100,2,1,1,1,Tajrish,57000000000,1900000,3,5000000,20000
60,1,1,1,0,Tenant,14000000000,4666667,2,6000000,16666666666666602e58
96,2,1,1,1,Gisha,55000000000,18333333,3,4800000,208333333333333e58
112,2,1,1,1,Persian Gulf Martyrs Lake,33000000000,1100000,3,5600000,17857142857142803e58
65,2,1,1,0,Andisheh,6000000000,200000,2,3250000,307692307692307e44
100,2,1,1,1,Persian Gulf Martyrs Lake,10600000000,3533333,3,5000000,20000
105,2,1,1,1,Yousef Abad,56000000000,18666667,3,5250000,19047619047618998e42
125,3,1,0,0,Mirdamad,65000000000,21666667,1,4166666666666666e61,240000
48,1,1,1,0,Jeyhoon,9950000000,3316667,2,4800000,208333333333333e58
67,2,1,1,1,Hakimiyeh,21700000000,7233333,3,3350000,298507462686567e58
83,2,1,1,1,Farmanieh,62000000000,20666667,3,4150000,240963855421686e60
150,3,1,1,1,Pardis,39000000000,1300000,3,5000000,20000
100,2,1,1,1,Ostad Moein,31500000000,1050000,3,5000000,20000
111,3,1,1,1,Persian Gulf Martyrs Lake,31500000000,1050000,3,3700000,27027027027026998e42
53,2,0,0,0,Tenant,11000000000,3666667,0,2650000,37735849056603704e44
75,2,0,0,1,Parand,3500000000,1166667,1,3750000,266666666666666e44
92,2,1,1,1,Sabalan,23000000000,7666667,3,4600000,21739130434782603e58
53,1,1,1,1,Jeyhoon,15000000000,500000,3,5300000,18867924528301802e58
47,1,0,1,0,Karoon,8000000000,2666667,1,4700000,212765957446808e44
44,1,1,1,0,Jeyhoon,10400000000,3466667,2,4400000,22727272727272703e58
80,2,1,1,1,Gheitarieh,60000000000,2000000,3,4000000,250000
81,2,1,1,0,Valiasr,18000000000,600000,2,4050000,24691358024691303e58
117,3,1,1,1,Ostad Moein,36800000000,12266667,3,3900000,25641025641025602e44
37,1,0,1,0,Azarbaijan,9500000000,3166667,1,3700000,27027027027026998e42
82,2,1,1,1,Parand,3600000000,120000,3,4100000,24390243902439002e55
98,2,1,1,1,Si Metri Ji,19500000000,650000,3,4900000,20408163265306102e44
150,3,0,1,0,Zafar,60000000000,2000000,1,5000000,20000
51,1,1,1,0,Hor Square,8585000000,2861667,2,5100000,196078431372549e30
95,2,1,1,1,Shahran,32500000000,10833333,3,4750000,21052631578947303e58
63,1,1,1,1,Ostad Moein,12800000000,4266667,3,6300000,15873015873015802e58
80,2,0,0,1,Parand,3900000000,130000,1,4000000,250000
133,3,1,1,1,Ekhtiarieh,84000000000,2800000,3,4433333333333334e64,22556390977443602e58
48,1,0,0,1,Fallah,7100000000,2366667,1,4800000,208333333333333e58
185,3,1,1,1,East Ferdows Boulevard,95000000000,31666667,3,6166666666666667e61,162162162162162e58
62,1,1,1,1,Fallah,8060000000,2686667,3,6200000,161290322580645e60
75,2,1,0,1,Fallah,12000000000,400000,2,3750000,266666666666666e44
48,1,0,0,1,Fallah,7400000000,2466667,1,4800000,208333333333333e58
57,1,1,1,1,Ostad Moein,16000000000,5333333,3,5700000,17543859649122802e58
55,3,1,1,1,Hashemi,16500000000,550000,3,1833333333333333e61,54545454545454505e44
48,1,1,1,1,Ostad Moein,13500000000,450000,3,4800000,208333333333333e58
49,1,1,1,1,Si Metri Ji,9000000000,300000,3,4900000,20408163265306102e44
60,2,0,1,1,East Pars,13800000000,460000,2,3000000,333333333333333e44
130,3,1,1,1,Persian Gulf Martyrs Lake,41500000000,13833333,3,4333333333333334e62,23076923076923e55
70,2,1,0,1,Ray,18200000000,6066667,2,3500000,285714285714285e44
113,2,1,1,1,Persian Gulf Martyrs Lake,31700000000,10566667,3,5650000,176991150442477e58
80,2,1,1,1,Abazar,30000000000,1000000,3,4000000,250000
93,2,1,1,0,Shahrake Quds,6500000000,2166667,2,4650000,21505376344086e58
60,1,1,1,1,Railway,8700000000,290000,3,6000000,16666666666666602e58
56,2,1,1,1,East Pars,15500000000,5166667,3,2800000,357142857142857e44
65,2,1,1,1,Central Janatabad,26200000000,8733333,3,3250000,307692307692307e44
68,2,0,1,1,Ostad Moein,13200000000,440000,2,3400000,29411764705882303e58
104,2,1,1,1,Si Metri Ji,18300000000,610000,3,5200000,192307692307692e58
84,2,1,1,1,Central Janatabad,38500000000,12833333,3,4200000,238095238095238e58
72,2,1,1,0,West Ferdows Boulevard,20000000000,6666667,2,3600000,277777777777777e58
80,2,1,1,1,Shahrake Qods,8800000000,2933333,3,4000000,250000
68,2,1,1,1,Ostad Moein,19700000000,6566667,3,3400000,29411764705882303e58
44,1,1,1,0,Jeyhoon,10500000000,350000,2,4400000,22727272727272703e58
105,2,1,1,1,Persian Gulf Martyrs Lake,27000000000,900000,3,5250000,19047619047618998e42
124,3,1,1,1,ShahreZiba,39800000000,13266667,3,4133333333333333e63,241935483870967e58
83,2,1,1,1,West Ferdows Boulevard,26400000000,880000,3,4150000,240963855421686e60
68,2,1,1,1,Ostad Moein,19700000000,6566667,3,3400000,29411764705882303e58
115,2,1,1,1,West Ferdows Boulevard,49000000000,16333333,3,5750000,17391304347826e55
80,2,1,1,1,Ostad Moein,22500000000,750000,3,4000000,250000
66,1,0,1,0,Andisheh,7500000000,250000,1,6600000,151515151515151e58
68,2,1,1,1,West Ferdows Boulevard,29300000000,9766667,3,3400000,29411764705882303e58
60,2,1,1,1,West Ferdows Boulevard,25500000000,850000,3,3000000,333333333333333e44
62,2,1,1,0,Punak,22500000000,750000,2,3100000,32258064516129e42
57,1,1,1,1,Ostad Moein,16000000000,5333333,3,5700000,17543859649122802e58
87,2,1,0,1,Parastar,25000000000,8333333,2,4350000,229885057471264e58
59,1,1,1,0,West Ferdows Boulevard,19500000000,650000,2,5900000,169491525423728e44
55,1,1,1,1,East Pars,14500000000,4833333,3,5500000,181818181818181e44
101,2,1,1,1,Persian Gulf Martyrs Lake,52520000000,17506667,3,5050000,19801980198019802e58
62,2,1,1,0,Shahran,21000000000,700000,2,3100000,32258064516129e42
113,2,1,1,1,Pasdaran,84750000000,2825000,3,5650000,176991150442477e58
78,2,1,1,1,Keshavarz Boulevard,35000000000,11666667,3,3900000,25641025641025602e44
66,1,1,1,0,Shahrake Quds,5200000000,1733333,2,6600000,151515151515151e58
38,1,0,1,0,Andisheh,3200000000,1066667,1,3800000,26315789473684202e44
90,2,1,1,0,Yousef Abad,63000000000,2100000,2,4500000,22222222222222203e58
45,1,0,0,0,Karoon,6800000000,2266667,0,4500000,22222222222222203e58
72,2,1,1,1,Saadat Abad,40000000000,13333333,3,3600000,277777777777777e58
105,2,1,1,1,North Program Organization,49000000000,16333333,3,5250000,19047619047618998e42
155,3,1,1,1,North Program Organization,51000000000,1700000,3,5166666666666666e61,193548387096774e44
112,3,1,1,1,Abazar,43000000000,14333333,3,37333333333333334e63,267857142857142e58
65,1,1,1,1,Hassan Abad,5100000000,170000,3,6500000,15384615384615302e60
40,1,1,1,1,East Pars,11450000000,3816667,3,4000000,250000
140,3,1,1,1,Persian Gulf Martyrs Lake,38000000000,12666667,3,4666666666666666e61,214285714285714e44
155,3,1,1,1,North Program Organization,53000000000,17666667,3,5166666666666666e61,193548387096774e44
50,1,1,1,1,West Ferdows Boulevard,22000000000,7333333,3,5000000,20000
45,1,0,1,0,Islamshahr,2180000000,726667,1,4500000,22222222222222203e58
68,1,1,1,1,Shahrake Gharb,50000000000,16666667,3,6800000,14705882352941101e58
85,2,0,1,0,Islamshahr,4300000000,1433333,1,4250000,235294117647058e58
170,3,1,1,1,North Program Organization,80000000000,26666667,3,5666666666666665e61,176470588235294e44
50,1,0,1,0,Islamshahr,2400000000,80000,1,5000000,20000
55,1,0,1,0,Islamshahr,3300000000,110000,1,5500000,181818181818181e44
75,2,1,1,1,Saadat Abad,3150000000,105000,3,3750000,266666666666666e44
96,3,1,0,1,Shahryar,11450000000,3816667,2,3200000,31250000
58,1,0,0,0,Parand,2350000000,783333,0,5800000,172413793103448e58
43,1,0,1,0,Nawab,7000000000,2333333,1,4300000,232558139534883e58
58,1,0,0,0,Parand,2550000000,85000,0,5800000,172413793103448e58
103,2,1,1,1,Feiz Garden,40000000000,13333333,3,5150000,19417475728155302e58
70,1,1,1,1,Pasdaran,51000000000,1700000,3,7000000,142857142857142e58
150,3,1,1,1,Pasdaran,97500000000,3250000,3,5000000,20000
65,1,0,1,0,Pakdasht,3200000000,1066667,1,6500000,15384615384615302e60
140,2,0,1,1,Marzdaran,54000000000,1800000,2,7000000,142857142857142e58
79,2,0,1,1,Si Metri Ji,14000000000,4666667,2,3950000,253164556962025e44
97,2,0,0,1,Jeyhoon,23000000000,7666667,1,4850000,20618556701030902e58
90,2,1,1,1,Marzdaran,62300000000,20766667,3,4500000,22222222222222203e58
175,3,1,1,1,Waterfall,86000000000,28666667,3,5833333333333334e63,17142857142857102e58
90,2,1,1,1,Marzdaran,65000000000,21666667,3,4500000,22222222222222203e58
58,1,1,1,0,Chidz,30000000000,1000000,2,5800000,172413793103448e58
100,2,1,1,1,Mahallati,53000000000,17666667,3,5000000,20000
135,2,0,0,0,Seyed Khandan,38000000000,12666667,0,6750000,14814814814814802e58
50,1,0,1,0,Northern Janatabad,17450000000,5816667,1,5000000,20000
85,2,1,1,1,Salsabil,20000000000,6666667,3,4250000,235294117647058e58
110,3,1,1,1,Abazar,42500000000,14166667,3,3666666666666666e61,272727272727272e44
67,2,1,1,1,Central Janatabad,31500000000,1050000,3,3350000,298507462686567e58
190,3,1,1,1,East Ferdows Boulevard,95000000000,31666667,3,6333333333333334e63,15789473684210503e58
95,2,1,1,1,Yousef Abad,63000000000,2100000,3,4750000,21052631578947303e58
55,1,1,1,0,Salsabil,10500000000,350000,2,5500000,181818181818181e44
75,2,0,0,1,Parand,5500000000,1833333,1,3750000,266666666666666e44
87,2,1,1,1,Jeyhoon,18600000000,620000,3,4350000,229885057471264e58
42,1,1,1,1,Jeyhoon,9300000000,310000,3,4200000,238095238095238e58
80,1,1,1,1,Jordan,45000000000,1500000,3,8000000,1250000
102,2,1,1,1,Saadat Abad,50000000000,16666667,3,5100000,196078431372549e30
140,3,1,1,1,East Ferdows Boulevard,73000000000,24333333,3,4666666666666666e61,214285714285714e44
120,2,1,1,1,Saadat Abad,60000000000,2000000,3,6000000,16666666666666602e58
62,2,1,1,0,Punak,21000000000,700000,2,3100000,32258064516129e42
41,1,0,0,1,Si Metri Ji,7900000000,2633333,1,4100000,24390243902439002e55
75,2,0,1,1,Jeyhoon,17000000000,5666667,2,3750000,266666666666666e44
57,1,1,1,1,Si Metri Ji,9900000000,330000,3,5700000,17543859649122802e58
50,1,1,1,1,Hashemi,15000000000,500000,3,5000000,20000
54,1,1,1,1,Punak,28200000000,940000,3,5400000,18518518518518503e58
133,3,1,1,1,Persian Gulf Martyrs Lake,75000000000,2500000,3,4433333333333334e64,22556390977443602e58
97,2,1,1,1,Shahrake Gharb,56000000000,18666667,3,4850000,20618556701030902e58
59,1,1,1,1,QasrodDasht,11500000000,3833333,3,5900000,169491525423728e44
60,2,1,1,0,Karoon,14500000000,4833333,2,3000000,333333333333333e44
135,2,1,1,1,Mirdamad,99700000000,33233333,3,6750000,14814814814814802e58
60,1,0,1,0,Azarbaijan,7400000000,2466667,1,6000000,16666666666666602e58
52,1,1,1,1,Niavaran,46000000000,15333333,3,5200000,192307692307692e58
65,1,1,1,1,Hashemi,15300000000,510000,3,6500000,15384615384615302e60
95,2,1,1,1,Shahran,31500000000,1050000,3,4750000,21052631578947303e58
60,1,1,1,0,Northern Janatabad,22800000000,760000,2,6000000,16666666666666602e58
92,2,1,1,1,Parand,5900000000,1966667,3,4600000,21739130434782603e58
83,2,1,1,1,Mirdamad,49000000000,16333333,3,4150000,240963855421686e60
72,2,1,1,0,Southern Janatabad,20900000000,6966667,2,3600000,277777777777777e58
122,3,1,1,1,Yousef Abad,60000000000,2000000,3,4066666666666666e61,24590163934426202e44
118,2,1,1,1,Shahrake Gharb,103000000000,34333333,3,5900000,169491525423728e44
120,2,1,1,1,Tehransar,34800000000,1160000,3,6000000,16666666666666602e58
115,3,1,1,0,Gheitarieh,64000000000,21333333,2,38333333333333346e63,260869565217391e44
102,2,1,1,1,Shahryar,12250000000,4083333,3,5100000,196078431372549e30
65,2,1,1,1,Shahran,24000000000,800000,3,3250000,307692307692307e44
70,2,1,1,0,Punak,21700000000,7233333,2,3500000,285714285714285e44
66,2,1,1,1,Central Janatabad,26200000000,8733333,3,3300000,303030303030303e58
60,1,1,1,0,Punak,27000000000,900000,2,6000000,16666666666666602e58
46,1,1,1,0,Shahran,16500000000,550000,2,4600000,21739130434782603e58
60,1,0,1,0,Keshavarz Boulevard,19000000000,6333333,1,6000000,16666666666666602e58
145,3,1,1,1,Shahrake Qods,17400000000,580000,3,48333333333333335e62,206896551724137e58
63,1,1,1,1,Sadeghieh,16200000000,540000,3,6300000,15873015873015802e58
58,1,1,1,1,Jeyhoon,13000000000,4333333,3,5800000,172413793103448e58
83,2,1,1,1,Shahran,32000000000,10666667,3,4150000,240963855421686e60
136,3,1,1,1,Sadeghieh,51500000000,17166667,3,4533333333333334e62,220588235294117e58
68,2,0,1,0,Pakdasht,5100000000,170000,1,3400000,29411764705882303e58
55,1,0,1,1,Tenant,14000000000,4666667,2,5500000,181818181818181e44
600,2,0,0,0,Damavand,40000000000,13333333,0,30000000,33333333333333e55
89,2,1,1,1,ShahreZiba,31500000000,1050000,3,4450000,224719101123595e44
101,2,1,1,1,Mirdamad,73000000000,24333333,3,5050000,19801980198019802e58
85,2,1,1,1,ShahreZiba,29750000000,9916667,3,4250000,235294117647058e58
87,3,0,0,1,Parand,4880000000,1626667,1,2900000,344827586206896e58
73,1,1,1,1,West Pars,22000000000,7333333,3,7300000,136986301369863e30
145,3,1,1,1,Shahrake Qods,17400000000,580000,3,48333333333333335e62,206896551724137e58
98,2,1,1,1,Pardis,5500000000,1833333,3,4900000,20408163265306102e44
90,2,1,1,1,Central Janatabad,36000000000,1200000,3,4500000,22222222222222203e58
135,3,1,1,1,Gheitarieh,57000000000,1900000,3,4500000,22222222222222203e58
105,2,1,1,1,Mirdamad,77700000000,2590000,3,5250000,19047619047618998e42
90,2,1,1,0,Shahrake Azadi,10000000000,3333333,2,4500000,22222222222222203e58
71,2,1,1,0,West Ferdows Boulevard,28000000000,9333333,2,3550000,28169014084507e55
75,2,1,1,1,Central Janatabad,33000000000,1100000,3,3750000,266666666666666e44
75,2,1,1,1,Parand,3850000000,1283333,3,3750000,266666666666666e44
79,2,1,1,1,Pardis,5500000000,1833333,3,3950000,253164556962025e44
90,2,1,1,1,ShahreZiba,32500000000,10833333,3,4500000,22222222222222203e58
48,1,1,0,0,Fallah,8000000000,2666667,1,4800000,208333333333333e58
110,2,1,1,1,Niavaran,121000000000,40333333,3,5500000,181818181818181e44
82,2,1,1,1,Jeyhoon,18900000000,630000,3,4100000,24390243902439002e55
44,1,0,0,0,Northern Janatabad,16500000000,550000,0,4400000,22727272727272703e58
58,1,1,1,1,Southern Program Organization,25000000000,8333333,3,5800000,172413793103448e58
117,2,1,1,1,Shahrake Gharb,72000000000,2400000,3,5850000,17094017094017e55
96,2,1,1,1,ShahreZiba,30000000000,1000000,3,4800000,208333333333333e58
89,2,1,1,1,,31000000000,10333333,3,4450000,224719101123595e44
108,2,1,1,1,ShahreZiba,51000000000,1700000,3,5400000,18518518518518503e58
134,2,1,1,1,Mehran,9400000000,3133333,3,6700000,14925373134328301e60
70,2,1,1,1,East Ferdows Boulevard,21600000000,720000,3,3500000,285714285714285e44
64,2,1,1,1,Punak,22400000000,7466667,3,3200000,31250000
56,3,0,1,0,Atabak,9000000000,300000,1,1866666666666667e63,535714285714285e44
57,1,0,1,0,Amir Bahador,98000000000,32666667,1,5700000,17543859649122802e58
68,2,1,1,1,Southern Janatabad,22000000000,7333333,3,3400000,29411764705882303e58
55,1,1,1,1,West Ferdows Boulevard,22500000000,750000,3,5500000,181818181818181e44
43,1,0,1,1,Jeyhoon,9000000000,300000,2,4300000,232558139534883e58
105,2,1,1,1,Shahran,38000000000,12666667,3,5250000,19047619047618998e42
41,2,0,0,0,Salsabil,7900000000,2633333,0,2050000,48780487804878e42
78,2,1,1,1,Si Metri Ji,13500000000,450000,3,3900000,25641025641025602e44
110,2,1,1,1,Zafar,57000000000,1900000,3,5500000,181818181818181e44
92,2,1,1,1,Punak,41000000000,13666667,3,4600000,21739130434782603e58
96,2,1,1,1,Gheitarieh,61750000000,20583333,3,4800000,208333333333333e58
108,2,1,1,1,Persian Gulf Martyrs Lake,35000000000,11666667,3,5400000,18518518518518503e58
76,2,0,1,1,Si Metri Ji,13500000000,450000,2,3800000,26315789473684202e44
80,2,1,1,1,Heravi,43000000000,14333333,3,4000000,250000
105,2,0,0,0,West Ferdows Boulevard,31500000000,1050000,0,5250000,19047619047618998e42
75,1,0,1,0,Golestan,7500000000,250000,1,7500000,133333333333333e58
56,2,1,1,0,Andisheh,5150000000,1716667,2,2800000,357142857142857e44
50,1,0,0,0,Azarbaijan,12000000000,400000,0,5000000,20000
40,1,1,1,0,Jeyhoon,8300000000,2766667,2,4000000,250000
46,1,0,1,1,Jeyhoon,9400000000,3133333,2,4600000,21739130434782603e58
93,2,1,1,1,Jeyhoon,26000000000,8666667,3,4650000,21505376344086e58
98,2,1,1,1,Si Metri Ji,19500000000,650000,3,4900000,20408163265306102e44
62,1,1,1,0,Narmak,21000000000,700000,2,6200000,161290322580645e60
100,2,1,1,0,ShahreZiba,38000000000,12666667,2,5000000,20000
150,3,1,1,1,Persian Gulf Martyrs Lake,7650000000,255000,3,5000000,20000
50,1,0,1,0,Khavaran,7100000000,2366667,1,5000000,20000
130,2,1,1,1,Pasdaran,95000000000,31666667,3,6500000,15384615384615302e60
69,2,0,1,0,Salsabil,14000000000,4666667,1,3450000,28985507246376804e58
66,1,0,1,0,Qarchak,6000000000,200000,1,6600000,151515151515151e58
90,2,1,1,1,Northern Chitgar,6900000000,230000,3,4500000,22222222222222203e58
75,2,1,1,1,Heravi,45900000000,1530000,3,3750000,266666666666666e44
58,1,1,1,1,East Ferdows Boulevard,22000000000,7333333,3,5800000,172413793103448e58
97,2,1,0,1,Si Metri Ji,19000000000,6333333,2,4850000,20618556701030902e58
98,2,0,1,0,Parand,7500000000,250000,1,4900000,20408163265306102e44
73,2,1,1,0,Parand,3750000000,125000,2,3650000,273972602739726e30
35,1,1,1,0,QasrodDasht,9900000000,330000,2,3500000,285714285714285e44
85,2,1,1,0,Ostad Moein,20000000000,6666667,2,4250000,235294117647058e58
105,2,1,1,1,West Ferdows Boulevard,35000000000,11666667,3,5250000,19047619047618998e42
55,1,1,1,0,Southern Program Organization,20500000000,6833333,2,5500000,181818181818181e44
40,1,0,1,1,Komeil,8100000000,270000,2,4000000,250000
90,2,1,1,1,Southern Janatabad,37500000000,1250000,3,4500000,22222222222222203e58
68,2,0,1,0,Ostad Moein,15000000000,500000,1,3400000,29411764705882303e58
